cement,slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,117.19978236
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,146.49996949
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,85.69988294
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,109.19999961
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,127.00004539
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,106.69999961
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,118.09993892
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,147.79998093
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,86.49995047
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,110.09997594
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,127.99992794
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,107.49987292
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,118.99992258
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,149.09985647
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,87.29992806
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,111.00000705
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,128.99998681
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,108.29992893
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,119.89990646
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,150.39993283
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,88.09997143
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,111.89992579
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,129.99989613
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,109.09991749
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,120.79994664
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,151.69994174
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,88.89994188
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,112.79992029
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,130.99995138
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,109.89990455
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,121.69999956
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,152.99998483
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,89.69998649
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,113.70000804
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,131.99990003
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,110.69993202
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,122.59996245
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,154.29998831
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,90.49995021
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,114.59999708
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,132.99996173
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,111.49992055
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,123.49994987
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,155.59993153
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,91.29997097
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,115.49995724
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,133.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,112.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,124.39995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,156.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,92.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,116.39995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,134.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,113.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,125.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,158.19995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,92.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,117.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,135.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,113.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,126.19995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,159.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,93.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,118.19995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,136.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,114.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,127.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,160.79995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,94.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,119.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,137.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,115.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,127.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,162.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,95.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,119.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,138.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,116.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,128.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,163.39995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,96.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,120.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,139.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,117.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,129.79995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,164.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,96.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,121.79995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,140.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,117.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,130.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,165.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,97.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,122.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,141.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,118.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,131.59995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,167.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,98.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,123.59995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,142.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,119.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,132.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,168.59995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,99.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,124.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,143.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,120.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,133.39995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,169.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,100.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,125.39995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,144.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,121.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,134.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,171.19995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,100.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,126.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,145.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,121.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,135.19995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,172.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,101.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,127.19995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,146.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,122.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,136.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,173.79995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,102.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,128.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,147.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,123.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,136.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,175.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,103.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,128.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,148.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,124.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,137.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,176.39995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,104.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,129.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,149.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,125.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,138.79995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,177.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,104.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,130.79995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,150.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,125.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,139.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,178.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,105.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,131.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,151.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,126.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,140.59995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,180.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,106.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,132.59995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,152.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,127.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,141.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,181.59995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,107.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,133.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,153.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,128.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,142.39995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,182.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,108.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,134.39995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,154.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,129.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,143.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,184.19995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,108.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,135.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,155.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,129.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,144.19995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,185.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,109.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,136.19995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,156.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,130.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,145.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,186.79995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,110.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,137.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,157.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,131.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,145.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,188.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,111.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,137.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,158.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,132.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,146.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,189.39995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,112.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,138.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,159.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,133.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,147.79995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,190.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,112.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,139.79995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,160.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,133.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,148.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,191.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,113.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,140.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,161.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,134.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,149.59995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,193.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,114.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,141.59995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,162.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,135.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,150.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,194.59995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,115.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,142.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,163.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,136.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,151.39995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,195.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,116.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,143.39995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,164.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,137.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,152.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,197.19995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,116.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,144.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,165.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,137.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,153.19995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,198.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,117.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,145.19995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,166.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,138.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,154.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,199.79995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,118.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,146.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,167.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,139.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,154.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,201.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,119.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,146.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,168.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,140.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,155.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,202.39995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,120.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,147.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,169.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,141.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,156.79995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,203.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,120.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,148.79995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,170.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,141.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,157.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,204.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,121.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,149.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,171.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,142.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,158.59995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,206.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,122.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,150.59995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,172.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,143.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,159.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,207.59995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,123.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,151.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,173.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,144.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,160.39995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,208.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,124.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,152.39995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,174.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,145.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,161.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,210.19995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,124.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,153.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,175.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,145.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,162.19995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,211.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,125.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,154.19995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,176.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,146.69995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,163.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,212.79995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,126.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,155.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,177.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,147.49995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,163.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,214.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,127.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,155.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,178.99995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,148.29995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,164.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,215.39995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,128.09995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,156.89995604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,179.99995604
500.0,0.0,0.0,140.0,4.0,966.0,0.0,90,0.0
